,customer_Id,DOB,Gender,city_code,Age,transaction_id,tran_date,prod_subcat_code,prod_cat_code_x,Qty,Rate,Tax,total_amt,Store_type,join_key,prod_cat_code_y,prod_cat,prod_sub_cat_code,prod_subcat,flag,AOV
20,267529,1970-05-09,M,Corsica,52.0,99445710252,15-11-2011,7,5,5,1121,588.525,6193.525,TeleShop,57,5,Books,7,Fiction,1,1238.705
21,267386,1970-05-15,M,Occitanie,52.0,85733420406,26-01-2013,7,5,3,745,234.675,2469.675,TeleShop,57,5,Books,7,Fiction,1,823.225
22,274849,1970-06-09,M,Corsica,52.0,91064381796,11/12/2013,7,5,-3,-735,231.525,-2436.525,TeleShop,57,5,Books,7,Fiction,-1,812.1750000000001
23,274849,1970-06-09,M,Corsica,52.0,91064381796,10/12/2013,7,5,3,735,231.525,2436.525,TeleShop,57,5,Books,7,Fiction,1,812.1750000000001
24,270047,1970-06-10,M,Paris,52.0,85422031277,20-12-2012,7,5,3,1084,341.46,3593.46,MBR,57,5,Books,7,Fiction,1,1197.82
25,268313,1970-06-11,F,Pays de la Loire,52.0,76282099255,17-07-2013,7,5,2,698,146.58,1542.58,e-Shop,57,5,Books,7,Fiction,1,771.29
26,268313,1970-06-11,F,Pays de la Loire,52.0,29141012215,25-03-2012,7,5,3,842,265.23,2791.23,TeleShop,57,5,Books,7,Fiction,1,930.41
27,270933,1970-06-15,M,Pays de la Loire,52.0,89568506224,11/4/2012,7,5,5,649,340.725,3585.725,MBR,57,5,Books,7,Fiction,1,717.145
28,273162,1970-06-19,M,Pays de la Loire,52.0,95883626215,29-12-2011,7,5,2,1474,309.54,3257.54,e-Shop,57,5,Books,7,Fiction,1,1628.77
29,272926,1970-07-11,F,Corsica,52.0,37533052827,30-12-2012,7,5,3,927,292.005,3073.005,e-Shop,57,5,Books,7,Fiction,1,1024.335
30,270678,1970-08-06,F,Corsica,52.0,75980673312,17-02-2014,7,5,4,1377,578.34,6086.34,TeleShop,57,5,Books,7,Fiction,1,1521.585
31,269449,1970-08-09,M,Normandie,52.0,27530780794,24-05-2013,7,5,1,1460,153.3,1613.3,e-Shop,57,5,Books,7,Fiction,1,1613.3
32,269449,1970-08-09,M,Normandie,52.0,1252134827,27-04-2011,7,5,2,310,65.1,685.1,Flagship store,57,5,Books,7,Fiction,1,342.55
33,269825,1970-08-21,M,Corsica,52.0,75082533512,23-11-2011,7,5,3,1480,466.2,4906.2,TeleShop,57,5,Books,7,Fiction,1,1635.3999999999999
34,267536,1970-09-10,M,Brittany,52.0,35015407461,17-05-2012,7,5,1,76,7.98,83.98,MBR,57,5,Books,7,Fiction,1,83.98
35,267424,1970-09-22,M,Occitanie,52.0,11593079001,6/5/2012,7,5,1,1043,109.515,1152.515,Flagship store,57,5,Books,7,Fiction,1,1152.515
36,274232,1970-09-26,F,Grand Est,52.0,97009074448,19-11-2012,7,5,2,487,102.27,1076.27,MBR,57,5,Books,7,Fiction,1,538.135
37,269235,1970-10-22,F,Corsica,52.0,85861933577,10/10/2012,7,5,-1,-234,24.57,-258.57,e-Shop,57,5,Books,7,Fiction,-1,258.57
38,269235,1970-10-22,F,Corsica,52.0,85861933577,6/10/2012,7,5,-1,-234,24.57,-258.57,e-Shop,57,5,Books,7,Fiction,-1,258.57
39,269235,1970-10-22,F,Corsica,52.0,85861933577,2/10/2012,7,5,1,234,24.57,258.57,e-Shop,57,5,Books,7,Fiction,1,258.57
40,274493,1970-11-19,M,Grand Est,52.0,4740594593,14-11-2013,7,5,2,314,65.94,693.94,TeleShop,57,5,Books,7,Fiction,1,346.97
41,269867,1970-12-17,F,Paris,52.0,52294334880,13-11-2011,7,5,4,1282,538.44,5666.44,MBR,57,5,Books,7,Fiction,1,1416.61
42,270218,1970-12-18,F,Pays de la Loire,52.0,24598737782,27-07-2013,7,5,2,1488,312.48,3288.48,TeleShop,57,5,Books,7,Fiction,1,1644.24
43,272117,1970-12-19,M,Créteil,52.0,49035977747,17-10-2013,7,5,4,1020,428.4,4508.4,TeleShop,57,5,Books,7,Fiction,1,1127.1
44,272497,1971-03-01,M,Créteil,52.0,61593722890,12/9/2013,7,5,1,1262,132.51,1394.51,TeleShop,57,5,Books,7,Fiction,1,1394.51
45,275172,1971-03-16,F,Paris,52.0,66587656515,22-03-2011,7,5,3,397,125.055,1316.055,MBR,57,5,Books,7,Fiction,1,438.685
46,272940,1971-03-25,F,Paris,52.0,6119819171,26-07-2013,7,5,1,963,101.115,1064.115,TeleShop,57,5,Books,7,Fiction,1,1064.115
47,267350,1971-04-01,F,Nouvelle-Aquitaine,52.0,73203487320,14-02-2011,7,5,4,412,173.04,1821.04,Flagship store,57,5,Books,7,Fiction,1,455.26
48,270002,1971-04-08,M,Occitanie,52.0,94737296334,14-03-2011,7,5,2,870,182.7,1922.7,TeleShop,57,5,Books,7,Fiction,1,961.35
49,268500,1971-04-13,F,Occitanie,51.0,92809355884,12/6/2012,7,5,2,130,27.3,287.3,e-Shop,57,5,Books,7,Fiction,1,143.65
50,267032,1971-04-21,F,Corsica,51.0,86546883501,24-10-2012,7,5,-1,-648,68.04,-716.04,TeleShop,57,5,Books,7,Fiction,-1,716.04
51,267032,1971-04-21,F,Corsica,51.0,86546883501,20-10-2012,7,5,1,648,68.04,716.04,TeleShop,57,5,Books,7,Fiction,1,716.04
52,267078,1971-04-22,M,Grand Est,51.0,34088369445,26-11-2013,7,5,3,588,185.22,1949.22,e-Shop,57,5,Books,7,Fiction,1,649.74
53,274960,1971-04-24,F,Nouvelle-Aquitaine,51.0,89701436,2/4/2011,7,5,4,1111,466.62,4910.62,e-Shop,57,5,Books,7,Fiction,1,1227.655
54,268909,1971-05-01,M,Auvergne-Rhône-Alpes,51.0,50802883830,22-02-2012,7,5,2,810,170.1,1790.1,TeleShop,57,5,Books,7,Fiction,1,895.05
55,274092,1971-05-10,M,Nouvelle-Aquitaine,51.0,9268189150,1/9/2011,7,5,4,1145,480.9,5060.9,MBR,57,5,Books,7,Fiction,1,1265.225
56,274008,1971-05-11,M,Normandie,51.0,11654377978,22-05-2013,7,5,4,858,360.36,3792.36,e-Shop,57,5,Books,7,Fiction,1,948.09
57,269245,1971-05-20,M,Corsica,51.0,18489183515,22-03-2013,7,5,3,308,97.02,1021.02,e-Shop,57,5,Books,7,Fiction,1,340.34
58,267995,1971-06-04,M,Corsica,51.0,5165090274,8/8/2012,7,5,4,939,394.38,4150.38,Flagship store,57,5,Books,7,Fiction,1,1037.595
59,271331,1971-06-18,F,Nouvelle-Aquitaine,51.0,65103510065,2/2/2012,7,5,-4,-260,109.2,-1149.2,TeleShop,57,5,Books,7,Fiction,-1,287.3
60,271331,1971-06-18,F,Nouvelle-Aquitaine,51.0,65103510065,31-01-2012,7,5,4,260,109.2,1149.2,TeleShop,57,5,Books,7,Fiction,1,287.3
61,273924,1971-07-09,F,Occitanie,51.0,6227396322,14-07-2013,7,5,4,90,37.8,397.8,e-Shop,57,5,Books,7,Fiction,1,99.45
62,268197,1971-07-11,M,Brittany,51.0,91808557900,5/6/2012,7,5,2,1077,226.17,2380.17,e-Shop,57,5,Books,7,Fiction,1,1190.085
63,270922,1971-07-21,F,Occitanie,51.0,941117264,7/12/2011,7,5,4,303,127.26,1339.26,MBR,57,5,Books,7,Fiction,1,334.815
64,269764,1971-08-03,M,Grand Est,51.0,23734173411,6/6/2012,7,5,3,1058,333.27,3507.27,e-Shop,57,5,Books,7,Fiction,1,1169.09
65,269315,1971-08-12,M,Auvergne-Rhône-Alpes,51.0,49191051449,14-12-2012,7,5,3,826,260.19,2738.19,TeleShop,57,5,Books,7,Fiction,1,912.73
66,272094,1971-08-12,F,Occitanie,51.0,90764883166,2/3/2011,7,5,1,263,27.615,290.615,Flagship store,57,5,Books,7,Fiction,1,290.615
67,268108,1971-09-03,M,Occitanie,51.0,50216388391,9/3/2011,7,5,5,1338,702.45,7392.45,TeleShop,57,5,Books,7,Fiction,1,1478.49
68,268453,1971-09-09,M,Brittany,51.0,474391737,8/9/2011,7,5,2,856,179.76,1891.76,Flagship store,57,5,Books,7,Fiction,1,945.88
69,268698,1971-10-04,M,Grand Est,51.0,16649879763,9/7/2012,7,5,2,810,170.1,1790.1,e-Shop,57,5,Books,7,Fiction,1,895.05
70,270861,1971-10-14,M,Corsica,51.0,33384854709,9/8/2012,7,5,-1,-1334,140.07,-1474.07,e-Shop,57,5,Books,7,Fiction,-1,1474.07
71,270861,1971-10-14,M,Corsica,51.0,33384854709,7/8/2012,7,5,1,1334,140.07,1474.07,e-Shop,57,5,Books,7,Fiction,1,1474.07
72,270861,1971-10-14,M,Corsica,51.0,88773729094,14-02-2011,7,5,5,552,289.8,3049.8,MBR,57,5,Books,7,Fiction,1,609.96
73,272062,1971-10-19,F,Grand Est,51.0,8608278844,14-04-2012,7,5,5,639,335.475,3530.475,e-Shop,57,5,Books,7,Fiction,1,706.095
74,267621,1971-10-26,F,Occitanie,51.0,26532708938,15-01-2014,7,5,3,388,122.22,1286.22,e-Shop,57,5,Books,7,Fiction,1,428.74
75,270977,1971-11-22,F,Grand Est,51.0,42197759666,16-09-2012,7,5,4,807,338.94,3566.94,MBR,57,5,Books,7,Fiction,1,891.735
76,270977,1971-11-22,F,Grand Est,51.0,60653478690,3/12/2011,7,5,2,300,63.0,663.0,e-Shop,57,5,Books,7,Fiction,1,331.5
77,272192,1971-12-10,F,Brittany,51.0,16659461071,25-09-2013,7,5,1,1159,121.695,1280.695,e-Shop,57,5,Books,7,Fiction,1,1280.695
78,271690,1971-12-15,F,Pays de la Loire,51.0,70737494646,8/7/2012,7,5,1,167,17.535,184.535,e-Shop,57,5,Books,7,Fiction,1,184.535
79,271111,1971-12-19,M,Auvergne-Rhône-Alpes,51.0,25670956975,24-03-2012,7,5,3,434,136.71,1438.71,e-Shop,57,5,Books,7,Fiction,1,479.57
80,274509,1971-12-26,F,Créteil,51.0,95893265656,5/5/2012,7,5,5,196,102.9,1082.9,e-Shop,57,5,Books,7,Fiction,1,216.58
81,269261,1971-12-27,F,Occitanie,51.0,40394337065,24-07-2013,7,5,2,1023,214.83,2260.83,Flagship store,57,5,Books,7,Fiction,1,1130.415
82,272982,1972-01-01,F,Créteil,51.0,4239954799,25-02-2013,7,5,5,799,419.475,4414.475,e-Shop,57,5,Books,7,Fiction,1,882.8950000000001
83,271224,1972-01-08,F,Nouvelle-Aquitaine,51.0,72317762979,17-06-2012,7,5,2,735,154.35,1624.35,e-Shop,57,5,Books,7,Fiction,1,812.175
84,270156,1972-01-22,M,Normandie,51.0,90666887377,25-12-2013,7,5,2,1173,246.33,2592.33,e-Shop,57,5,Books,7,Fiction,1,1296.165
85,270156,1972-01-22,M,Normandie,51.0,92849996301,5/7/2012,7,5,4,1019,427.98,4503.98,e-Shop,57,5,Books,7,Fiction,1,1125.995
86,275232,1972-01-27,M,Créteil,51.0,89923205905,24-04-2013,7,5,5,759,398.475,4193.475,e-Shop,57,5,Books,7,Fiction,1,838.695
87,275006,1972-02-01,M,Auvergne-Rhône-Alpes,51.0,66385351962,10/2/2011,7,5,3,673,211.995,2230.995,Flagship store,57,5,Books,7,Fiction,1,743.665
88,267867,1972-02-02,M,Brittany,51.0,40532539060,16-01-2013,7,5,5,584,306.6,3226.6,e-Shop,57,5,Books,7,Fiction,1,645.3199999999999
89,274110,1972-02-03,M,Grand Est,51.0,35423248183,19-12-2012,7,5,4,1041,437.22,4601.22,TeleShop,57,5,Books,7,Fiction,1,1150.305
90,270291,1972-02-10,M,Pays de la Loire,51.0,12447571256,23-02-2012,7,5,-1,-654,68.67,-722.67,e-Shop,57,5,Books,7,Fiction,-1,722.67
91,270291,1972-02-10,M,Pays de la Loire,51.0,12447571256,18-02-2012,7,5,1,654,68.67,722.67,e-Shop,57,5,Books,7,Fiction,1,722.67
92,268445,1972-02-18,M,Normandie,51.0,67068178287,29-07-2011,7,5,1,1342,140.91,1482.91,e-Shop,57,5,Books,7,Fiction,1,1482.91
93,270810,1972-03-01,F,Paris,51.0,9172898292,11/3/2013,7,5,3,1465,461.475,4856.475,Flagship store,57,5,Books,7,Fiction,1,1618.825
94,267698,1972-03-03,M,Occitanie,51.0,4636564530,21-03-2013,7,5,-1,-102,10.71,-112.71,MBR,57,5,Books,7,Fiction,-1,112.71
95,267698,1972-03-03,M,Occitanie,51.0,4636564530,13-03-2013,7,5,1,102,10.71,112.71,MBR,57,5,Books,7,Fiction,1,112.71
96,273380,1972-03-15,F,Pays de la Loire,51.0,78594318171,7/7/2013,7,5,3,1184,372.96,3924.96,MBR,57,5,Books,7,Fiction,1,1308.32
97,270515,1972-03-15,M,Normandie,51.0,45449449153,8/1/2012,7,5,3,1360,428.4,4508.4,MBR,57,5,Books,7,Fiction,1,1502.8
98,267827,1972-03-20,F,Occitanie,51.0,73417257429,24-08-2013,7,5,4,950,399.0,4199.0,e-Shop,57,5,Books,7,Fiction,1,1049.75
99,266788,1972-03-20,F,Auvergne-Rhône-Alpes,51.0,4236411732,12/6/2011,7,5,1,1238,129.99,1367.99,Flagship store,57,5,Books,7,Fiction,1,1367.99
100,268920,1972-04-07,M,Paris,51.0,7164707032,25-01-2012,7,5,5,1277,670.425,7055.425,e-Shop,57,5,Books,7,Fiction,1,1411.085
101,271873,1972-04-17,M,Paris,50.0,12850295112,10/8/2013,7,5,5,328,172.2,1812.2,e-Shop,57,5,Books,7,Fiction,1,362.44
102,272069,1972-04-29,F,Pays de la Loire,50.0,10262222991,15-02-2014,7,5,3,1462,460.53,4846.53,e-Shop,57,5,Books,7,Fiction,1,1615.51
103,273682,1972-05-13,F,Pays de la Loire,50.0,49499173996,9/3/2013,7,5,5,682,358.05,3768.05,e-Shop,57,5,Books,7,Fiction,1,753.61
104,273682,1972-05-13,F,Pays de la Loire,50.0,18622441018,26-06-2012,7,5,4,780,327.6,3447.6,e-Shop,57,5,Books,7,Fiction,1,861.9
105,273682,1972-05-13,F,Pays de la Loire,50.0,74245479500,13-03-2011,7,5,2,458,96.18,1012.18,Flagship store,57,5,Books,7,Fiction,1,506.09
106,273167,1972-05-17,M,Nouvelle-Aquitaine,50.0,88721742167,22-02-2013,7,5,5,1411,740.775,7795.775,MBR,57,5,Books,7,Fiction,1,1559.155
107,271407,1972-05-23,F,Auvergne-Rhône-Alpes,50.0,41308918544,5/3/2013,7,5,2,1473,309.33,3255.33,e-Shop,57,5,Books,7,Fiction,1,1627.665
108,274653,1972-05-26,M,Pays de la Loire,50.0,60007679836,14-04-2013,7,5,2,431,90.51,952.51,MBR,57,5,Books,7,Fiction,1,476.255
109,274653,1972-05-26,M,Pays de la Loire,50.0,34358492019,21-07-2012,7,5,5,1003,526.575,5541.575,e-Shop,57,5,Books,7,Fiction,1,1108.315
110,270928,1972-06-02,M,Auvergne-Rhône-Alpes,50.0,72131301505,11/9/2012,7,5,2,1226,257.46,2709.46,Flagship store,57,5,Books,7,Fiction,1,1354.73
111,273606,1972-06-13,F,Créteil,50.0,509248995,26-03-2011,7,5,2,250,52.5,552.5,e-Shop,57,5,Books,7,Fiction,1,276.25
112,273025,1972-06-17,F,Normandie,50.0,63595606252,27-07-2011,7,5,5,1145,601.125,6326.125,Flagship store,57,5,Books,7,Fiction,1,1265.225
113,273492,1972-07-05,F,Occitanie,50.0,50008008918,16-09-2011,7,5,-4,-188,78.96,-830.96,e-Shop,57,5,Books,7,Fiction,-1,207.74
114,273492,1972-07-05,F,Occitanie,50.0,50008008918,10/9/2011,7,5,4,188,78.96,830.96,e-Shop,57,5,Books,7,Fiction,1,207.74
115,272938,1972-07-06,M,Pays de la Loire,50.0,47023726331,4/1/2013,7,5,-3,-257,80.955,-851.955,Flagship store,57,5,Books,7,Fiction,-1,283.985
116,272938,1972-07-06,M,Pays de la Loire,50.0,47023726331,1/1/2013,7,5,3,257,80.955,851.955,Flagship store,57,5,Books,7,Fiction,1,283.985
117,273205,1972-07-19,M,Auvergne-Rhône-Alpes,50.0,95636816466,29-07-2011,7,5,-4,-1126,472.92,-4976.92,Flagship store,57,5,Books,7,Fiction,-1,1244.23
118,273205,1972-07-19,M,Auvergne-Rhône-Alpes,50.0,95636816466,19-07-2011,7,5,4,1126,472.92,4976.92,Flagship store,57,5,Books,7,Fiction,1,1244.23
119,269013,1972-07-20,M,Paris,50.0,61653518526,23-04-2013,7,5,2,1120,235.2,2475.2,e-Shop,57,5,Books,7,Fiction,1,1237.6
120,269636,1972-09-03,F,Auvergne-Rhône-Alpes,50.0,9299564251,1/4/2013,7,5,5,613,321.825,3386.825,MBR,57,5,Books,7,Fiction,1,677.365
121,271584,1972-09-04,M,Nouvelle-Aquitaine,50.0,80873175358,22-03-2012,7,5,4,447,187.74,1975.74,e-Shop,57,5,Books,7,Fiction,1,493.935
122,266975,1972-09-27,M,Corsica,50.0,6719597689,19-01-2014,7,5,5,1386,727.65,7657.65,e-Shop,57,5,Books,7,Fiction,1,1531.53
123,266975,1972-09-27,M,Corsica,50.0,17985039443,10/5/2013,7,5,5,1426,748.65,7878.65,MBR,57,5,Books,7,Fiction,1,1575.73
124,269629,1972-10-05,M,Normandie,50.0,7535594746,30-11-2011,7,5,3,768,241.92,2545.92,e-Shop,57,5,Books,7,Fiction,1,848.64
125,272561,1972-11-12,M,Pays de la Loire,50.0,92127884419,29-01-2013,7,5,3,182,57.33,603.33,Flagship store,57,5,Books,7,Fiction,1,201.11
126,270706,1972-11-24,M,Paris,50.0,71265724250,13-11-2013,7,5,3,1198,377.37,3971.37,e-Shop,57,5,Books,7,Fiction,1,1323.79
127,274449,1972-12-15,M,Corsica,50.0,57983682839,19-02-2011,7,5,5,456,239.4,2519.4,Flagship store,57,5,Books,7,Fiction,1,503.88
128,267270,1972-12-16,M,Auvergne-Rhône-Alpes,50.0,54559649306,15-02-2012,7,5,5,871,457.275,4812.275,e-Shop,57,5,Books,7,Fiction,1,962.4549999999999
129,272438,1972-12-16,M,Nouvelle-Aquitaine,50.0,86172366047,8/12/2013,7,5,1,997,104.685,1101.685,Flagship store,57,5,Books,7,Fiction,1,1101.685
130,269352,1973-01-03,F,Brittany,50.0,23940941368,10/1/2012,7,5,3,624,196.56,2068.56,Flagship store,57,5,Books,7,Fiction,1,689.52
131,270071,1973-01-17,F,Grand Est,50.0,37164633957,21-02-2013,7,5,1,788,82.74,870.74,MBR,57,5,Books,7,Fiction,1,870.74
132,270071,1973-01-17,F,Grand Est,50.0,27051779864,15-11-2011,7,5,3,1419,446.985,4703.985,e-Shop,57,5,Books,7,Fiction,1,1567.995
133,268502,1973-02-14,F,Normandie,50.0,86333887296,20-03-2011,7,5,1,1264,132.72,1396.72,MBR,57,5,Books,7,Fiction,1,1396.72
134,268352,1973-03-04,F,Pays de la Loire,50.0,87683771408,20-08-2013,7,5,3,473,148.995,1567.995,TeleShop,57,5,Books,7,Fiction,1,522.665
135,266991,1973-03-05,M,Grand Est,50.0,36301034859,19-09-2012,7,5,1,936,98.28,1034.28,MBR,57,5,Books,7,Fiction,1,1034.28
136,274237,1973-03-17,M,Créteil,50.0,24137207367,30-01-2012,7,5,5,427,224.175,2359.175,Flagship store,57,5,Books,7,Fiction,1,471.83500000000004
137,275233,1973-03-17,M,Grand Est,50.0,98090467678,25-12-2011,7,5,5,1291,677.775,7132.775,e-Shop,57,5,Books,7,Fiction,1,1426.5549999999998
138,269737,1973-03-19,M,Normandie,50.0,91104725930,4/5/2013,7,5,5,1088,571.2,6011.2,Flagship store,57,5,Books,7,Fiction,1,1202.24
139,267892,1973-03-27,F,Corsica,50.0,90231665704,15-05-2011,7,5,5,158,82.95,872.95,e-Shop,57,5,Books,7,Fiction,1,174.59
140,268825,1973-04-06,M,Normandie,50.0,5615221332,11/9/2013,7,5,2,1188,249.48,2625.48,TeleShop,57,5,Books,7,Fiction,1,1312.74
141,274364,1973-04-28,M,Créteil,49.0,9885900126,24-01-2014,7,5,3,1025,322.875,3397.875,e-Shop,57,5,Books,7,Fiction,1,1132.625
142,272314,1973-05-05,M,Paris,49.0,97433291468,2/12/2013,7,5,5,1203,631.575,6646.575,Flagship store,57,5,Books,7,Fiction,1,1329.315
143,268608,1973-05-05,M,Pays de la Loire,49.0,9589297381,16-04-2011,7,5,3,1238,389.97,4103.97,e-Shop,57,5,Books,7,Fiction,1,1367.99
144,269088,1973-05-09,M,Pays de la Loire,49.0,23459649771,25-01-2013,7,5,2,245,51.45,541.45,e-Shop,57,5,Books,7,Fiction,1,270.725
145,270384,1973-05-11,F,Pays de la Loire,49.0,32183248599,22-10-2012,7,5,5,103,54.075,569.075,MBR,57,5,Books,7,Fiction,1,113.81500000000001
146,269259,1973-05-14,F,Occitanie,49.0,59963938292,24-03-2012,7,5,5,601,315.525,3320.525,Flagship store,57,5,Books,7,Fiction,1,664.105
147,272879,1973-05-21,M,Grand Est,49.0,62540083669,12/8/2012,7,5,1,652,68.46,720.46,MBR,57,5,Books,7,Fiction,1,720.46
148,273435,1973-06-02,M,Grand Est,49.0,45889688875,20-09-2011,7,5,-1,-1130,118.65,-1248.65,MBR,57,5,Books,7,Fiction,-1,1248.65
149,273435,1973-06-02,M,Grand Est,49.0,45889688875,14-09-2011,7,5,1,1130,118.65,1248.65,MBR,57,5,Books,7,Fiction,1,1248.65
150,270788,1973-06-04,M,Corsica,49.0,59633314612,16-07-2012,7,5,1,557,58.485,615.485,Flagship store,57,5,Books,7,Fiction,1,615.485
151,274868,1973-06-14,F,Auvergne-Rhône-Alpes,49.0,42784935109,5/12/2011,7,5,-2,-709,148.89,-1566.89,e-Shop,57,5,Books,7,Fiction,-1,783.445
152,274868,1973-06-14,F,Auvergne-Rhône-Alpes,49.0,42784935109,4/12/2011,7,5,2,709,148.89,1566.89,e-Shop,57,5,Books,7,Fiction,1,783.445
153,273136,1973-06-20,M,Corsica,49.0,69712372125,24-10-2011,7,5,4,84,35.28,371.28,MBR,57,5,Books,7,Fiction,1,92.82
154,269063,1973-06-23,M,Brittany,49.0,53662543537,2/12/2012,7,5,2,354,74.34,782.34,e-Shop,57,5,Books,7,Fiction,1,391.17
155,269063,1973-06-23,M,Brittany,49.0,31954850344,2/10/2012,7,5,4,917,385.14,4053.14,e-Shop,57,5,Books,7,Fiction,1,1013.285
156,274363,1973-06-28,M,Paris,49.0,19906902040,11/4/2012,7,5,4,456,191.52,2015.52,Flagship store,57,5,Books,7,Fiction,1,503.88
157,273719,1973-07-16,M,Nouvelle-Aquitaine,49.0,26414815399,10/4/2011,7,5,2,1210,254.1,2674.1,Flagship store,57,5,Books,7,Fiction,1,1337.05
158,271888,1973-07-17,F,Grand Est,49.0,70631653733,18-12-2013,7,5,2,912,191.52,2015.52,e-Shop,57,5,Books,7,Fiction,1,1007.76
159,269172,1973-07-28,F,Corsica,49.0,41646126898,27-04-2013,7,5,-1,-1354,142.17,-1496.17,e-Shop,57,5,Books,7,Fiction,-1,1496.17
160,269172,1973-07-28,F,Corsica,49.0,41646126898,17-04-2013,7,5,1,1354,142.17,1496.17,e-Shop,57,5,Books,7,Fiction,1,1496.17
161,268337,1973-08-08,M,Créteil,49.0,47902563996,25-06-2012,7,5,2,483,101.43,1067.43,e-Shop,57,5,Books,7,Fiction,1,533.715
162,274452,1973-08-11,F,Corsica,49.0,47904039119,24-06-2012,7,5,4,1010,424.2,4464.2,Flagship store,57,5,Books,7,Fiction,1,1116.05
163,267214,1973-08-25,F,Normandie,49.0,90869908087,27-06-2012,7,5,-2,-1334,280.14,-2948.14,e-Shop,57,5,Books,7,Fiction,-1,1474.07
164,267214,1973-08-25,F,Normandie,49.0,90869908087,24-06-2012,7,5,2,1334,280.14,2948.14,e-Shop,57,5,Books,7,Fiction,1,1474.07
165,267226,1973-08-26,M,Auvergne-Rhône-Alpes,49.0,91911151368,5/3/2011,7,5,5,806,423.15,4453.15,Flagship store,57,5,Books,7,Fiction,1,890.6299999999999
166,274226,1973-09-23,F,Créteil,49.0,55330587213,13-01-2014,7,5,-5,-1401,735.525,-7740.525,e-Shop,57,5,Books,7,Fiction,-1,1548.105
167,274226,1973-09-23,F,Créteil,49.0,55330587213,7/1/2014,7,5,5,1401,735.525,7740.525,e-Shop,57,5,Books,7,Fiction,1,1548.105
168,269007,1973-09-29,M,Brittany,49.0,43792892123,3/1/2014,7,5,4,1018,427.56,4499.56,e-Shop,57,5,Books,7,Fiction,1,1124.89
169,272503,1973-10-01,M,Pays de la Loire,49.0,2323489827,7/12/2013,7,5,1,987,103.635,1090.635,Flagship store,57,5,Books,7,Fiction,1,1090.635
